Date,Transaction Type,Name,Memo/Description,Split,Amount,Balance
12/13/2023,Expense,Lenny Rachitsky,Max Kausman,Credit Card - Ramp,15,52396124.77
12/13/2023,Expense,Vercel,Harris Jose,Tools & Subscription - G&A,240,52396364.77
12/13/2023,Expense,Vercel,Harris Jose,Tools & Subscription - G&A,240,52396604.77
12/13/2023,Expense,Figma,Mike ross,Tools & Subscription - G&A,70,52396674.77
12/13/2023,Expense,Lenny Rachitsky,Max Kausman,General business expenses:Memberships & subscriptions,15,52396689.77
12/13/2023,Expense,Vercel,Harris Jose,Tools & Subscription - G&A,240,52396929.77
12/13/2023,Expense,Figma,Mike ross,Credit Card - Ramp,70,52396999.77
12/13/2023,Expense,Telstra,Mike ross,Credit Card - Ramp,42.24,52397042.01
12/13/2023,Expense,Vercel,Harris Jose,Tools & Subscription - G&A,240,52397282.01
12/13/2023,Expense,Telstra,Mike ross,Utilities:Internet & TV services,42.24,52397324.25
12/13/2023,Expense,Figma,Mike ross,Tools & Subscription - G&A,70,52397394.25
12/13/2023,Expense,Telstra,Mike ross,Credit Card - Ramp,42.24,52397436.49
12/14/2023,Expense,Cars Taxi,Harvey Spector,Credit Card - Ramp,7.79,52397444.28
12/14/2023,Expense,Notion Labs,Harvey Spector,Credit Card - Ramp,10,52397454.28
12/14/2023,Expense,Cars Taxi,Harvey Spector,Credit Card - Ramp,7.79,52397462.07
12/14/2023,Expense,BPCO,Mike ross,Meals & Entertainment,89.38,52397551.45
12/14/2023,Expense,Notion Labs,Harvey Spector,Tools & Subscription - G&A,10,52397561.45
12/14/2023,Expense,Sparrows Leura,Mike ross,Meals & Entertainment,30.6,52397592.05
12/14/2023,Expense,Mountain Culture Beer Co,Mike ross,Meals & Entertainment,28.88,52397620.93
12/14/2023,Expense,Serenity Kids,Mike ross,Meals & Entertainment,67.42,52397688.35
12/14/2023,Expense,Sparrows Leura,Mike ross,Meals & Entertainment,30.6,52397718.95
12/14/2023,Expense,Sparrows Leura,Mike ross,Credit Card - Ramp,30.6,52397749.55
12/14/2023,Expense,Cars Taxi,Harvey Spector,Travelling Expenses,7.79,52397757.34
12/14/2023,Expense,Sparrows Leura,Mike ross,Credit Card - Ramp,30.6,52397787.94
12/14/2023,Expense,Mountain Culture Beer Co,Mike ross,Credit Card - Ramp,28.88,52397816.82
12/14/2023,Expense,Serenity Kids,Mike ross,Credit Card - Ramp,67.42,52397884.24
12/14/2023,Expense,Mountain Culture Beer Co,Mike ross,Credit Card - Ramp,28.88,52397913.12
12/14/2023,Expense,Sparrows Leura,Mike ross,Credit Card - Ramp,30.6,52397943.72
12/14/2023,Expense,BPCO,Mike ross,Credit Card - Ramp,89.38,52398033.1
12/14/2023,Expense,Notion Labs,Harvey Spector,Tools & Subscription - G&A,10,52398043.1
12/14/2023,Expense,Cars Taxi,Harvey Spector,Travelling Expenses,9.82,52398052.92
12/14/2023,Expense,Serenity Kids,Mike ross,Credit Card - Ramp,67.42,52398120.34
12/14/2023,Expense,Notion Labs,Harvey Spector,Credit Card - Ramp,10,52398130.34
12/14/2023,Expense,Mountain Culture Beer Co,Mike ross,Credit Card - Ramp,28.88,52398159.22
12/14/2023,Expense,Mountain Culture Beer Co,Mike ross,Meals & Entertainment,28.88,52398188.1
12/14/2023,Expense,Serenity Kids,Mike ross,Credit Card - Ramp,67.42,52398255.52
12/14/2023,Expense,BPCO,Mike ross,Credit Card - Ramp,89.38,52398344.9
12/14/2023,Expense,BPCO,Mike ross,Meals & Entertainment,89.38,52398434.28
12/14/2023,Expense,Mountain Culture Beer Co,Mike ross,Credit Card - Ramp,28.88,52398463.16
12/14/2023,Expense,Notion Labs,Harvey Spector,Tools & Subscription - G&A,10,52398473.16
12/14/2023,Expense,Cars Taxi,Harvey Spector,Travelling Expenses,9.82,52398482.98
12/14/2023,Expense,Serenity Kids,Mike ross,Meals & Entertainment,67.42,52398550.4
12/14/2023,Expense,Sparrows Leura,Mike ross,Meals & Entertainment,30.6,52398581
12/14/2023,Expense,BPCO,Mike ross,Meals & Entertainment,89.38,52398670.38
12/14/2023,Expense,Cars Taxi,Harvey Spector,Credit Card - Ramp,9.82,52398680.2
12/14/2023,Expense,Cars Taxi,Harvey Spector,Travelling Expenses,7.79,52398687.99
12/14/2023,Expense,Notion Labs,Harvey Spector,Tools & Subscription - G&A,10,52398697.99
12/14/2023,Expense,Cars Taxi,Harvey Spector,Credit Card - Ramp,7.79,52398705.78
12/14/2023,Expense,Cars Taxi,Harvey Spector,Credit Card - Ramp,9.82,52398715.6
12/14/2023,Expense,Serenity Kids,Mike ross,Meals & Entertainment,67.42,52398783.02
12/14/2023,Expense,Notion Labs,Harvey Spector,Credit Card - Ramp,10,52398793.02
12/14/2023,Expense,Sparrows Leura,Mike ross,Meals & Entertainment,30.6,52398823.62
12/14/2023,Expense,Cars Taxi,Harvey Spector,Travelling Expenses,9.82,52398833.44
12/14/2023,Expense,Mountain Culture Beer Co,Mike ross,Meals & Entertainment,28.88,52398862.32
12/14/2023,Expense,Serenity Kids,Mike ross,Credit Card - Ramp,67.42,52398929.74
12/14/2023,Expense,BPCO,Mike ross,Credit Card - Ramp,89.38,52399019.12
12/14/2023,Expense,BPCO,Mike ross,Meals & Entertainment,89.38,52399108.5
12/14/2023,Expense,Serenity Kids,Mike ross,Meals & Entertainment,67.42,52399175.92
12/14/2023,Expense,Cars Taxi,Harvey Spector,Travelling Expenses,9.82,52399185.74
12/14/2023,Expense,Sparrows Leura,Mike ross,Credit Card - Ramp,30.6,52399216.34
12/14/2023,Expense,BPCO,Mike ross,Credit Card - Ramp,89.38,52399305.72
12/14/2023,Expense,Cars Taxi,Harvey Spector,Travelling Expenses,7.79,52399313.51
12/14/2023,Expense,Mountain Culture Beer Co,Mike ross,Meals & Entertainment,28.88,52399342.39
12/14/2023,Expense,Cars Taxi,Harvey Spector,Travelling Expenses,7.79,52399350.18
12/14/2023,Expense,Cars Taxi,Harvey Spector,Credit Card - Ramp,9.82,52399360
12/15/2023,Expense,GM Cabs,Max Kausman,Travelling Expenses,49.36,52399409.36
12/15/2023,Expense,Woolworths,Mike ross,Credit Card - Ramp,12.86,52399422.22
12/15/2023,Expense,GM Cabs,Max Kausman,Credit Card - Ramp,49.36,52399471.58
12/15/2023,Expense,Black Cockatoo Bakery,Mike ross,Credit Card - Ramp,15.25,52399486.83
12/15/2023,Expense,Woolworths,Mike ross,Meals & Entertainment,12.86,52399499.69
12/15/2023,Bill,ANSR Dubai,Reimbursement of Mobile Cost ANSREMEA/055,Accounts Payable (A/P),2026,52401525.69
12/15/2023,Expense,Black Cockatoo Bakery,Mike ross,Credit Card - Ramp,15.25,52401540.94
12/15/2023,Expense,Woolworths,Mike ross,Credit Card - Ramp,12.86,52401553.8
12/15/2023,Bill,ANSR Dubai,Service Fees for December 2023,Accounts Payable (A/P),10874,52412427.8
12/15/2023,Expense,GM Cabs,Max Kausman,Credit Card - Ramp,49.36,52412477.16
12/15/2023,Expense,Black Cockatoo Bakery,Mike ross,Credit Card - Ramp,15.25,52412492.41
12/15/2023,Expense,Black Cockatoo Bakery,Mike ross,Meals & Entertainment,15.25,52412507.66
12/15/2023,Expense,GM Cabs,Max Kausman,Travelling Expenses,49.36,52412557.02
12/15/2023,Expense,Black Cockatoo Bakery,Mike ross,Meals & Entertainment,15.25,52412572.27
12/15/2023,Bill,ANSR Dubai,Service Fees for December 2023,Accounts Payable (A/P),10874,52423446.27
12/15/2023,Expense,Woolworths,Mike ross,Credit Card - Ramp,12.86,52423459.13
12/15/2023,Expense,Black Cockatoo Bakery,Mike ross,Credit Card - Ramp,15.25,52423474.38
12/15/2023,Bill,ANSR Dubai,,-Split-,12900,52436374.38
12/15/2023,Expense,Woolworths,Mike ross,Meals & Entertainment,12.86,52436387.24
12/15/2023,Expense,Woolworths,Mike ross,Meals & Entertainment,12.86,52436400.1
12/15/2023,Bill,ANSR Dubai,Reimbursement of Mobile Cost ANSREMEA/055,Accounts Payable (A/P),2026,52438426.1
12/15/2023,Bill,ANSR Dubai,,-Split-,12900,52451326.1
12/15/2023,Bill,ANSR Dubai,,-Split-,12900,52464226.1
12/15/2023,Bill,ANSR Dubai,Reimbursement of Mobile Cost ANSREMEA/055,Accounts Payable (A/P),2026,52466252.1
12/15/2023,Expense,GM Cabs,Max Kausman,Credit Card - Ramp,49.36,52466301.46
12/15/2023,Bill,ANSR Dubai,Reimbursement of Mobile Cost ANSREMEA/055,Accounts Payable (A/P),2026,52468327.46
12/15/2023,Bill,ANSR Dubai,,-Split-,12900,52481227.46
12/15/2023,Expense,Black Cockatoo Bakery,Mike ross,Meals & Entertainment,15.25,52481242.71
12/15/2023,Expense,Black Cockatoo Bakery,Mike ross,Meals & Entertainment,15.25,52481257.96
12/15/2023,Expense,Woolworths,Mike ross,Meals & Entertainment,12.86,52481270.82
12/15/2023,Bill,ANSR Dubai,Service Fees for December 2023,Accounts Payable (A/P),10874,52492144.82
12/15/2023,Bill,ANSR Dubai,Service Fees for December 2023,Accounts Payable (A/P),10874,52503018.82
12/15/2023,Expense,GM Cabs,Max Kausman,Travelling Expenses,49.36,52503068.18
12/15/2023,Expense,Woolworths,Mike ross,Credit Card - Ramp,12.86,52503081.04
12/15/2023,Expense,GM Cabs,Max Kausman,Travelling Expenses,49.36,52503130.4
12/16/2023,Expense,Megalong Valley Tea R,Mike ross,Credit Card - Ramp,61.39,52503191.79
12/16/2023,Expense,Mountain Culture Beer Co,Mike ross,Meals & Entertainment,26.35,52503218.14
12/16/2023,Expense,Mountain Culture Beer Co,Mike ross,Credit Card - Ramp,23.58,52503241.72
12/16/2023,Expense,Megalong Valley Tea R,Mike ross,Travelling Expenses,61.39,52503303.11
12/16/2023,Expense,Ates Blackheath,Mike ross,Meals & Entertainment,325.29,52503628.4
12/16/2023,Expense,Mountain Culture Beer Co,Mike ross,Meals & Entertainment,23.58,52503651.98
12/16/2023,Expense,Megalong Valley Tea R,Mike ross,Travelling Expenses,61.39,52503713.37
12/16/2023,Expense,Ates Blackheath,Mike ross,Meals & Entertainment,325.29,52504038.66
12/16/2023,Expense,Megalong Valley Tea R,Mike ross,Travelling Expenses,61.39,52504100.05
12/16/2023,Expense,Ates Blackheath,Mike ross,Meals & Entertainment,325.29,52504425.34
12/16/2023,Expense,Mountain Culture Beer Co,Mike ross,Meals & Entertainment,23.58,52504448.92
12/16/2023,Expense,Megalong Valley Tea R,Mike ross,Credit Card - Ramp,61.39,52504510.31
12/16/2023,Expense,Mountain Culture Beer Co,Mike ross,Credit Card - Ramp,26.35,52504536.66
12/16/2023,Expense,Mountain Culture Beer Co,Mike ross,Meals & Entertainment,26.35,52504563.01
12/16/2023,Expense,Ates Blackheath,Mike ross,Credit Card - Ramp,325.29,52504888.3
12/16/2023,Expense,Mountain Culture Beer Co,Mike ross,Meals & Entertainment,26.35,52504914.65
12/16/2023,Expense,Mountain Culture Beer Co,Mike ross,Credit Card - Ramp,23.58,52504938.23
12/16/2023,Expense,Mountain Culture Beer Co,Mike ross,Credit Card - Ramp,26.35,52504964.58
12/16/2023,Expense,Mountain Culture Beer Co,Mike ross,Credit Card - Ramp,23.58,52504988.16
12/16/2023,Expense,Mountain Culture Beer Co,Mike ross,Credit Card - Ramp,26.35,52505014.51
12/16/2023,Expense,Mountain Culture Beer Co,Mike ross,Credit Card - Ramp,23.58,52505038.09
12/16/2023,Expense,Ates Blackheath,Mike ross,Credit Card - Ramp,325.29,52505363.38
12/16/2023,Expense,Ates Blackheath,Mike ross,Credit Card - Ramp,325.29,52505688.67
12/16/2023,Expense,Mountain Culture Beer Co,Mike ross,Credit Card - Ramp,26.35,52505715.02
12/16/2023,Expense,Mountain Culture Beer Co,Mike ross,Meals & Entertainment,23.58,52505738.6
12/16/2023,Expense,Mountain Culture Beer Co,Mike ross,Meals & Entertainment,23.58,52505762.18
12/16/2023,Expense,Ates Blackheath,Mike ross,Meals & Entertainment,325.29,52506087.47
12/16/2023,Expense,Megalong Valley Tea R,Mike ross,Travelling Expenses,61.39,52506148.86
12/16/2023,Expense,Mountain Culture Beer Co,Mike ross,Meals & Entertainment,26.35,52506175.21
12/16/2023,Expense,Megalong Valley Tea R,Mike ross,Credit Card - Ramp,61.39,52506236.6
12/16/2023,Expense,Ates Blackheath,Mike ross,Credit Card - Ramp,325.29,52506561.89
12/17/2023,Expense,Uber,Mike ross,Travelling Expenses,20.36,52506582.25
12/17/2023,Expense,Uber,Mike ross,Travelling Expenses,20.36,52506602.61
12/17/2023,Expense,Uber,Mike ross,Credit Card - Ramp,20.36,52506622.97
12/17/2023,Expense,Uber,Mike ross,Travelling Expenses,20.36,52506643.33
12/17/2023,Expense,Uber,Mike ross,Travelling Expenses,20.36,52506663.69
12/17/2023,Expense,Uber,Mike ross,Credit Card - Ramp,20.36,52506684.05
12/17/2023,Expense,Uber,Mike ross,Credit Card - Ramp,20.36,52506704.41
12/18/2023,Expense,Taj Indian Sweets & Restaurant,Mike ross,Credit Card - Ramp,20.59,52506725
12/18/2023,Expense,Reclaim.ai,Max Kausman,Credit Card - Ramp,8,52506733
12/18/2023,Expense,Loom,Mike ross,Credit Card - Ramp,59.27,52506792.27
12/18/2023,Expense,Josh Comeau,Ahielan Ravichandran,Credit Card - Ramp,176.71,52506968.98
12/18/2023,Expense,Github,Mike ross,Credit Card - Ramp,100,52507068.98
12/18/2023,Expense,Intuit,Harvey Spector,Tools & Subscription - G&A,60,52507128.98
12/18/2023,Expense,Taj Indian Sweets & Restaurant,Mike ross,Meals & Entertainment,20.59,52507149.57
12/18/2023,Expense,Loom,Mike ross,Tools & Subscription - G&A,59.27,52507208.84
12/18/2023,Expense,Intuit,Harvey Spector,Credit Card - Ramp,60,52507268.84
12/18/2023,Expense,Loom,Mike ross,Tools & Subscription - G&A,59.27,52507328.11
12/18/2023,Expense,Uber,Mike ross,Credit Card - Ramp,12.7,52507340.81
12/18/2023,Expense,Github,Mike ross,Credit Card - Ramp,100,52507440.81
12/18/2023,Expense,,MONTHLY CHARGE Bank Charges for the per 01NOV2023 TO 30NOV2023 Invoice No 1747064,General business expenses:Bank fees & service charges,-35.93,52507404.88
12/18/2023,Expense,Reclaim.ai,Max Kausman,Tools & Subscription - G&A,8,52507412.88
12/18/2023,Expense,Uber,Mike ross,Credit Card - Ramp,12.7,52507425.58
12/18/2023,Expense,Loom,Mike ross,Credit Card - Ramp,59.27,52507484.85
12/18/2023,Expense,Josh Comeau,Ahielan Ravichandran,Credit Card - Ramp,176.71,52507661.56
12/18/2023,Expense,Intuit,Harvey Spector,Credit Card - Ramp,60,52507721.56
12/18/2023,Expense,Reclaim.ai,Max Kausman,Credit Card - Ramp,8,52507729.56
12/18/2023,Expense,Josh Comeau,Ahielan Ravichandran,Tools & Subscription - G&A,176.71,52507906.27
12/18/2023,Expense,,MONTHLY CHARGE Bank Charges for the per 01NOV2023 TO 30NOV2023 Invoice No 1747064,General business expenses:Bank fees & service charges,-35.93,52507870.34
12/18/2023,Expense,Uber,Mike ross,Travelling Expenses,12.7,52507883.04
12/18/2023,Expense,Loom,Mike ross,Tools & Subscription - G&A,59.27,52507942.31
12/18/2023,Expense,Taj Indian Sweets & Restaurant,Mike ross,Meals & Entertainment,20.59,52507962.9
12/18/2023,Expense,Intuit,Harvey Spector,Tools & Subscription - G&A,60,52508022.9
12/18/2023,Expense,Github,Mike ross,Tools & Subscription - G&A,100,52508122.9
12/18/2023,Expense,Taj Indian Sweets & Restaurant,Mike ross,Credit Card - Ramp,20.59,52508143.49
12/18/2023,Expense,,Fees,HSBC A/c,35.93,52508179.42
12/18/2023,Expense,Taj Indian Sweets & Restaurant,Mike ross,Credit Card - Ramp,20.59,52508200.01
12/18/2023,Expense,,Fees,HSBC A/c,35.93,52508235.94
12/18/2023,Expense,Github,Mike ross,Tools & Subscription - G&A,100,52508335.94
12/18/2023,Expense,Josh Comeau,Ahielan Ravichandran,Tools & Subscription - G&A,176.71,52508512.65
12/18/2023,Expense,Taj Indian Sweets & Restaurant,Mike ross,Credit Card - Ramp,20.59,52508533.24
12/18/2023,Expense,,MONTHLY CHARGE Bank Charges for the per 01NOV2023 TO 30NOV2023 Invoice No 1747064,General business expenses:Bank fees & service charges,-35.93,52508497.31
12/18/2023,Expense,Uber,Mike ross,Credit Card - Ramp,12.7,52508510.01
12/18/2023,Expense,,MONTHLY CHARGE Bank Charges for the per 01NOV2023 TO 30NOV2023 Invoice No 1747064,General business expenses:Bank fees & service charges,-35.93,52508474.08
12/18/2023,Expense,Github,Mike ross,Credit Card - Ramp,100,52508574.08
12/18/2023,Expense,Loom,Mike ross,Credit Card - Ramp,59.27,52508633.35
12/18/2023,Expense,Josh Comeau,Ahielan Ravichandran,Credit Card - Ramp,176.71,52508810.06
12/18/2023,Expense,Intuit,Harvey Spector,Credit Card - Ramp,60,52508870.06
12/18/2023,Expense,Josh Comeau,Ahielan Ravichandran,Tools & Subscription - G&A,176.71,52509046.77
12/18/2023,Expense,Github,Mike ross,Tools & Subscription - G&A,100,52509146.77
12/18/2023,Expense,Reclaim.ai,Max Kausman,Tools & Subscription - G&A,8,52509154.77
12/18/2023,Expense,Josh Comeau,Ahielan Ravichandran,Tools & Subscription - G&A,176.71,52509331.48
12/18/2023,Expense,Reclaim.ai,Max Kausman,Credit Card - Ramp,8,52509339.48
12/18/2023,Expense,Uber,Mike ross,Travelling Expenses,12.7,52509352.18
12/18/2023,Expense,Github,Mike ross,Tools & Subscription - G&A,100,52509452.18
12/18/2023,Expense,Uber,Mike ross,Travelling Expenses,12.7,52509464.88
12/18/2023,Expense,Reclaim.ai,Max Kausman,Tools & Subscription - G&A,8,52509472.88
12/18/2023,Expense,Uber,Mike ross,Travelling Expenses,12.7,52509485.58
12/18/2023,Expense,Intuit,Harvey Spector,Tools & Subscription - G&A,60,52509545.58
12/18/2023,Expense,,Fees,HSBC A/c,35.93,52509581.51
12/18/2023,Expense,Taj Indian Sweets & Restaurant,Mike ross,Meals & Entertainment,20.59,52509602.1
12/18/2023,Expense,,Fees,HSBC A/c,35.93,52509638.03
12/18/2023,Expense,Intuit,Harvey Spector,Tools & Subscription - G&A,60,52509698.03
12/18/2023,Expense,Taj Indian Sweets & Restaurant,Mike ross,Meals & Entertainment,20.59,52509718.62
12/18/2023,Expense,Reclaim.ai,Max Kausman,Tools & Subscription - G&A,8,52509726.62
12/18/2023,Expense,Loom,Mike ross,Tools & Subscription - G&A,59.27,52509785.89
12/19/2023,Expense,Lemsqzy Nan-Courses,Harris Jose,Credit Card - Ramp,119,52509904.89
12/19/2023,Expense,Island Style Clothing,Mike ross,Meals & Entertainment,40.94,52509945.83
12/19/2023,Expense,Bailey Nelson,Mike ross,Credit Card - Ramp,426.12,52510371.95
12/19/2023,Expense,Island Style Clothing,Mike ross,Credit Card - Ramp,40.94,52510412.89
12/19/2023,Expense,ima,Mike ross,Credit Card - Ramp,10.42,52510423.31
12/19/2023,Expense,ima,Mike ross,Meals & Entertainment,10.42,52510433.73
12/19/2023,Expense,Lemsqzy Nan-Courses,Harris Jose,Credit Card - Ramp,119,52510552.73
12/19/2023,Expense,ima,Mike ross,Meals & Entertainment,10.42,52510563.15
12/19/2023,Expense,Island Style Clothing,Mike ross,Meals & Entertainment,40.94,52510604.09
12/19/2023,Expense,Bailey Nelson,Mike ross,Meals & Entertainment,426.12,52511030.21
12/19/2023,Expense,Lemsqzy Nan-Courses,Harris Jose,Tools & Subscription - G&A,119,52511149.21
12/19/2023,Expense,Bailey Nelson,Mike ross,Meals & Entertainment,426.12,52511575.33
12/19/2023,Expense,Island Style Clothing,Mike ross,Credit Card - Ramp,40.94,52511616.27
12/19/2023,Expense,Lemsqzy Nan-Courses,Harris Jose,Tools & Subscription - G&A,119,52511735.27
12/19/2023,Expense,ima,Mike ross,Meals & Entertainment,10.42,52511745.69
12/19/2023,Expense,Bailey Nelson,Mike ross,Credit Card - Ramp,426.12,52512171.81
12/19/2023,Expense,ima,Mike ross,Credit Card - Ramp,10.42,52512182.23
12/19/2023,Expense,Island Style Clothing,Mike ross,Credit Card - Ramp,40.94,52512223.17
12/19/2023,Expense,ima,Mike ross,Meals & Entertainment,10.42,52512233.59
12/19/2023,Expense,ima,Mike ross,Credit Card - Ramp,10.42,52512244.01
12/19/2023,Expense,Bailey Nelson,Mike ross,Meals & Entertainment,426.12,52512670.13
12/19/2023,Expense,Bailey Nelson,Mike ross,Credit Card - Ramp,426.12,52513096.25
12/19/2023,Expense,Lemsqzy Nan-Courses,Harris Jose,Tools & Subscription - G&A,119,52513215.25
12/19/2023,Expense,Island Style Clothing,Mike ross,Meals & Entertainment,40.94,52513256.19
12/19/2023,Expense,Lemsqzy Nan-Courses,Harris Jose,Credit Card - Ramp,119,52513375.19
12/19/2023,Expense,ima,Mike ross,Credit Card - Ramp,10.42,52513385.61
12/19/2023,Expense,Bailey Nelson,Mike ross,Credit Card - Ramp,426.12,52513811.73
12/19/2023,Expense,Island Style Clothing,Mike ross,Credit Card - Ramp,40.94,52513852.67
12/19/2023,Expense,Bailey Nelson,Mike ross,Meals & Entertainment,426.12,52514278.79
12/19/2023,Expense,Lemsqzy Nan-Courses,Harris Jose,Tools & Subscription - G&A,119,52514397.79
12/19/2023,Expense,Island Style Clothing,Mike ross,Meals & Entertainment,40.94,52514438.73
12/20/2023,Expense,BuildBetter,Max Kausman,Tools & Subscription - G&A,100,52514538.73
